scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
raw_value,1,-0.7940888386793064,2.633707133040479,2.633707133040479,0.565912398748413,3.4277959717197852
raw_value,2,-1.2486735019144242,2.964851211437991,2.964851211437991,0.7116509405212491,4.213524713352415
raw_value,4,-1.5303091372287925,3.2085440333847877,3.2085440333847877,0.8191168676856184,4.73885317061358
raw_value,8,-1.633011773628765,3.363436073141534,3.363436073141534,0.887545939775169,4.996447846770299
raw_value,16,-1.664254867585227,3.452349241092889,3.452349241092889,0.9268990367089419,5.116604108678116
raw_value,32,-1.7165986753366425,3.505736443321948,3.505736443321948,0.9505588847243603,5.22233511865859
raw_value,64,-2.064073034184022,3.543327981454131,3.543327981454131,0.9672286899663725,5.607401015638153
uncertainty_pessimism,1,-0.794088838679306,2.6337071330404798,2.6337071330404798,0.5659123987484127,3.4277959717197857
uncertainty_pessimism,2,-0.986877577005663,2.9514983397165473,2.9514983397165473,0.7056359721646075,3.9383759167222103
uncertainty_pessimism,4,-0.7519998229285759,3.174114314127445,3.174114314127445,0.8036068300243187,3.926114137056021
uncertainty_pessimism,8,-0.062295632562606146,3.301947517844357,3.301947517844357,0.8598123169424599,3.364243150406963
uncertainty_pessimism,16,0.8475702109407618,3.360824783494574,3.360824783494574,0.8855518904933526,2.5132545725538122
uncertainty_pessimism,32,1.8160171732930463,3.38737636597292,3.38737636597292,0.8969840761985711,1.5713591926798738
uncertainty_pessimism,64,2.6983548499689687,3.4063250566342957,3.4063250566342957,0.9050390366061996,0.7079702066653271
pilot_calibrated,1,-0.7940888386792998,2.6337071330404775,2.6337071330404775,0.5659123987484129,3.4277959717197772
pilot_calibrated,2,0.18146081311175183,2.421889255001136,2.421889255001136,0.47238715848694435,2.2404284418893843
pilot_calibrated,4,0.8988840666394855,2.2620891172973208,2.2620891172973208,0.4018707070530469,1.3632050506578353
pilot_calibrated,8,1.4253651372323255,2.1835282079680494,2.1835282079680494,0.36710543523663947,0.7581630707357239
pilot_calibrated,16,1.783276419560906,2.1816793944243127,2.1816793944243127,0.3660765601198872,0.3984029748634066
pilot_calibrated,32,1.9977711582697908,2.2580633893484148,2.2580633893484148,0.39946217305673337,0.260292231078624
pilot_calibrated,64,2.1063107572680164,2.4399238203248634,2.4399238203248634,0.4792170072945422,0.333613063056847
combined_repair,1,-0.7940888386793027,2.6337071330404798,2.6337071330404798,0.5659123987484129,3.4277959717197826
combined_repair,2,0.17296888401743107,2.4115310213725727,2.4115310213725727,0.4678381183759674,2.2385621373551414
combined_repair,4,0.8714966624136117,2.240123557602978,2.240123557602978,0.3922310724179974,1.3686268951893665
combined_repair,8,1.362339296263059,2.1491503355903103,2.1491503355903103,0.35202206311057993,0.7868110393272514
combined_repair,16,1.6653813436066303,2.13161832893445,2.13161832893445,0.34410494314928075,0.46623698532781965
combined_repair,32,1.7992862697671121,2.1804445032101984,2.1804445032101984,0.36538122117312305,0.3811582334430863
combined_repair,64,1.7913596690691223,2.3164261885765853,2.3164261885765853,0.4249833920376261,0.5250665195074631
random,1,-0.7940888386793015,2.6337071330404767,2.6337071330404767,0.565912398748413,3.427795971719778
random,2,-0.7080811866457346,2.630315857454419,2.630315857454419,0.5643916538406825,3.3383970441001534
random,4,-0.6782763433211016,2.6284561309149352,2.6284561309149352,0.5635516097185045,3.306732474236037
random,8,-0.6487483495506956,2.6200789196846688,2.6200789196846688,0.5598287304634053,3.2688272692353646
random,16,-0.6685433156836023,2.5965077554005553,2.5965077554005553,0.5494105555868728,3.265051071084158
random,32,-0.7784779512316972,2.564064710768716,2.564064710768716,0.5351157323347484,3.342542662000413
random,64,-0.8251995671273178,2.5165500900789763,2.5165500900789763,0.5142580895922727,3.341749657206294
oracle,1,-0.7940888386793027,2.633707133040478,2.633707133040478,0.5659123987484136,3.427795971719781
oracle,2,1.1403450176345609,2.5153194945546002,2.5153194945546002,0.5136505056001973,1.3749744769200394
oracle,4,2.88394038091495,2.632428820096116,2.632428820096116,0.5650458274049615,-0.2515115608188343
oracle,8,4.172750981451618,2.9445959007729705,2.9445959007729705,0.7023417863620594,-1.2281550806786479
oracle,16,4.891280685879104,3.23734676154106,3.23734676154106,0.8313237838232429,-1.6539339243380438
oracle,32,5.2184705716197675,3.398206786317453,3.398206786317453,0.9023919625550619,-1.8202637853023145
oracle,64,5.369182041095329,3.4747412887162783,3.4747412887162783,0.9362743905734147,-1.894440752379051
